CDS_CODE	COUNTY	DISTRICT	SCHOOL	HISPANIC	AM_IND	ASIAN	PAC_ISLD	FILIPINO	AFRICAN_AM	WHITE	TWO_MORE_RACES	NOT_REPORTED	TOTAL	YEAR
19647251995570	Los Angeles	Long Beach Unified	Educational Partnership High	0	0	3	0	0	1	1	1	0	6	1415
19647251995935	Los Angeles	Long Beach Unified	Cabrillo High	67	0	6	3	26	19	0	1	0	122	1415
19647251996503	Los Angeles	Long Beach Unified	Renaissance High School for the Arts	31	1	2	0	3	20	14	2	0	73	1415
19647330000001	Los Angeles	Los Angeles Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1415
19647330100677	Los Angeles	Los Angeles Unified	High Tech LA	17	0	1	0	7	2	46	1	0	74	1415
19647330100750	Los Angeles	Los Angeles Unified	Wallis Annenberg High	78	0	0	0	1	3	0	0	1	83	1415
19647330100776	Los Angeles	Los Angeles Unified	North Valley Military Institute College Preparator	5	0	0	0	0	0	2	0	0	7	1415
19647330100800	Los Angeles	Los Angeles Unified	Central City Value	71	0	1	0	1	1	0	0	0	74	1415
19647330101196	Los Angeles	Los Angeles Unified	View Park Preparatory Accelerated High	5	1	0	0	0	131	1	2	6	146	1415
19647330101329	Los Angeles	Los Angeles Unified	William J. Johnston Community Day	0	0	0	0	0	0	0	0	0	0	1415
19647330101659	Los Angeles	Los Angeles Unified	Crenshaw Arts-Technology Charter High	6	1	0	0	0	61	0	2	0	70	1415
19647330101675	Los Angeles	Los Angeles Unified	Oscar De La Hoya Animo Charter High	94	0	0	0	0	0	0	0	0	94	1415
19647330101683	Los Angeles	Los Angeles Unified	Renaissance Arts Academy	25	0	1	0	1	2	12	0	0	41	1415
19647330102137	Los Angeles	Los Angeles Unified	Aggeler Community Day	0	0	0	0	0	0	0	0	0	0	1415
19647330102434	Los Angeles	Los Angeles Unified	Animo South Los Angeles Charter	66	0	0	0	0	24	0	0	15	105	1415
19647330102541	Los Angeles	Los Angeles Unified	New Designs Charter	38	0	0	0	0	19	0	0	0	57	1415
19647330102764	Los Angeles	Los Angeles Unified	Richard A. Alonzo Community Day	0	0	0	0	0	0	0	0	0	0	1415
19647330102913	Los Angeles	Los Angeles Unified	Middle College High	48	1	0	0	0	21	1	0	1	72	1415
19647330102921	Los Angeles	Los Angeles Unified	Harbor Teacher Preparation Academy	7	0	2	0	3	7	0	0	0	19	1415
19647330106351	Los Angeles	Los Angeles Unified	Ivy Academia	23	0	1	0	3	0	8	0	0	35	1415
19647330106831	Los Angeles	Los Angeles Unified	Animo Venice Charter High	73	0	1	0	0	3	2	0	4	83	1415
19647330106849	Los Angeles	Los Angeles Unified	Animo Pat Brown	96	0	0	0	0	1	0	0	0	97	1415
19647330106864	Los Angeles	Los Angeles Unified	Alliance Gertz-Ressler Richard Merkin 6-12 Complex	97	1	0	0	0	4	0	0	0	102	1415
19647330106997	Los Angeles	Los Angeles Unified	Orthopaedic Hospital	93	0	1	0	0	5	0	0	0	99	1415
19647330107003	Los Angeles	Los Angeles Unified	Northridge Academy High	74	1	6	0	9	5	32	0	0	127	1415
19647330107011	Los Angeles	Los Angeles Unified	International Studies Learning Center at Legacy Hi	14	0	0	0	0	0	1	0	0	15	1415
19647330107755	Los Angeles	Los Angeles Unified	Port of Los Angeles High	84	0	3	1	6	4	4	5	8	115	1415
19647330108878	Los Angeles	Los Angeles Unified	CHAMPS - Charter HS of Arts-Multimedia & Performin	33	0	0	0	3	14	82	14	0	146	1415
19647330108894	Los Angeles	Los Angeles Unified	Alliance Judy Ivie Burton Technology Academy High	138	0	0	0	0	5	0	0	0	143	1415
19647330108936	Los Angeles	Los Angeles Unified	Alliance Collins Family College-Ready High	151	2	0	0	0	0	1	0	0	154	1415
19647330109447	Los Angeles	Los Angeles Unified	Santee Education Complex	111	0	0	0	1	0	0	0	0	112	1415
19647330109454	Los Angeles	Los Angeles Unified	South East High	200	0	0	0	0	2	0	0	0	202	1415
19647330109462	Los Angeles	Los Angeles Unified	Maywood Academy High	86	0	1	0	0	0	0	0	0	87	1415
19647330109512	Los Angeles	Los Angeles Unified	Cal Burke High	0	0	0	0	0	0	0	0	0	0	1415
19647330109553	Los Angeles	Los Angeles Unified	PUC CA Academy for Liberal Studies Early College H	47	0	1	0	0	0	0	0	0	48	1415
19647330110304	Los Angeles	Los Angeles Unified	Los Angeles Academy of Arts & Enterprise Charter	24	0	0	0	1	0	0	0	1	26	1415
19647330110668	Los Angeles	Los Angeles Unified	Frida Kahlo High	0	0	0	0	0	0	0	0	0	0	1415
19647330111484	Los Angeles	Los Angeles Unified	New Village Girls Academy	5	0	0	0	0	0	0	0	9	14	1415
19647330111492	Los Angeles	Los Angeles Unified	Alliance Patti And Peter Neuwirth Leadership Acade	145	0	0	0	0	16	0	1	0	162	1415
19647330111500	Los Angeles	Los Angeles Unified	Alliance Dr. Olga Mohan High	100	0	0	0	0	3	0	0	0	103	1415
19647330111575	Los Angeles	Los Angeles Unified	Animo Ralph Bunche Charter High	51	0	0	0	0	0	0	1	0	52	1415
19647330111583	Los Angeles	Los Angeles Unified	Animo Jackie Robinson High	84	0	0	0	0	2	0	0	1	87	1415
19647330111625	Los Angeles	Los Angeles Unified	Animo Watts College Preparatory Academy	51	0	0	0	0	16	0	0	5	72	1415
19647330111641	Los Angeles	Los Angeles Unified	Alliance Ouchi-O'Donovan 6-12 Complex	104	1	1	0	0	17	0	0	0	123	1415
19647330111658	Los Angeles	Los Angeles Unified	Alliance Marc & Eva Stern Math and Science	132	0	1	1	0	1	1	0	0	136	1415
19647330112029	Los Angeles	Los Angeles Unified	School of Business and Tourism at Contreras Learni	32	0	0	0	0	0	1	0	0	33	1415
19647330112037	Los Angeles	Los Angeles Unified	East Valley Senior High	40	0	3	1	1	2	3	0	0	50	1415
19647330112045	Los Angeles	Los Angeles Unified	Arleta High	190	0	1	0	3	1	3	0	0	198	1415
19647330112052	Los Angeles	Los Angeles Unified	Panorama High	74	0	1	2	4	1	3	0	1	86	1415
19647330112508	Los Angeles	Los Angeles Unified	Bright Star Secondary Charter Academy	77	0	2	0	0	12	0	0	0	91	1415
19647330112557	Los Angeles	Los Angeles Unified	Frederick Douglass Academy High	4	0	0	0	0	50	0	0	4	58	1415
19647330112862	Los Angeles	Los Angeles Unified	Student Empowerment Academy	35	0	0	0	0	0	18	0	0	53	1415
19647330112870	Los Angeles	Los Angeles Unified	Contreras Learning Center-Los Angeles School of Gl	41	0	0	0	0	1	0	0	0	42	1415
19647330114850	Los Angeles	Los Angeles Unified	West Adams Preparatory High	125	0	2	0	0	6	1	0	1	135	1415
19647330115030	Los Angeles	Los Angeles Unified	Magnolia Science Academy 3	32	0	1	0	0	13	0	0	0	46	1415
19647330115212	Los Angeles	Los Angeles Unified	Magnolia Science Academy 2	12	0	0	0	2	0	8	0	0	22	1415
19647330115253	Los Angeles	Los Angeles Unified	Discovery Charter Preparatory #2	65	0	0	0	2	2	0	0	0	69	1415
19647330116509	Los Angeles	Los Angeles Unified	Alliance Morgan McKinzie High	66	0	0	0	0	0	1	0	0	67	1415
19647330116954	Los Angeles	Los Angeles Unified	Jack London Community Day	0	0	0	0	0	0	0	0	0	0	1415
19647330117051	Los Angeles	Los Angeles Unified	Edward R. Roybal Learning Center	104	0	3	0	9	1	0	0	0	117	1415
19647330117069	Los Angeles	Los Angeles Unified	Helen Bernstein High	26	0	1	0	1	1	2	0	1	32	1415
19647330117077	Los Angeles	Los Angeles Unified	APEX Academy	31	0	0	0	0	2	0	0	0	33	1415
19647330117598	Los Angeles	Los Angeles Unified	Alliance Health Services Academy High	87	1	0	1	0	9	1	0	0	99	1415
19647330117606	Los Angeles	Los Angeles Unified	Alliance Leichtman-Levine Family Foundation Enviro	123	0	3	0	7	2	6	0	0	141	1415
19647330117622	Los Angeles	Los Angeles Unified	Magnolia Science Academy 4	21	0	0	0	1	3	2	1	0	28	1415
19647330117721	Los Angeles	Los Angeles Unified	Contreras Learning Center-Academic Leadership Comm	35	0	0	0	2	0	0	0	0	37	1415
19647330117747	Los Angeles	Los Angeles Unified	RFK Community Schools-Los Angeles High School of t	27	0	2	0	0	1	0	0	0	30	1415
19647330117754	Los Angeles	Los Angeles Unified	Belmont SH-LA Teacher Preparatory Academy	10	0	1	0	2	1	0	0	0	14	1415
19647330117762	Los Angeles	Los Angeles Unified	RFK Community Schools-for the Visual Arts and Huma	31	0	6	0	7	2	2	0	0	48	1415
19647330117911	Los Angeles	Los Angeles Unified	New Millennium Secondary	17	0	0	0	1	42	0	2	0	62	1415
19647330118588	Los Angeles	Los Angeles Unified	Alain Leroy Locke College Preparatory Academy	175	0	0	0	0	28	0	1	2	206	1415
19647330119651	Los Angeles	Los Angeles Unified	Sun Valley High	21	0	0	0	1	0	2	0	0	24	1415
19647330119685	Los Angeles	Los Angeles Unified	RFK Community Schools-New Open World Academy K-12	20	0	4	0	1	0	0	0	1	26	1415
19647330119693	Los Angeles	Los Angeles Unified	RFK Community Schools-UCLA Community K-12	30	1	3	0	1	0	0	1	0	36	1415
19647330119727	Los Angeles	Los Angeles Unified	Ramon C. Cortines School of Visual and Performing	90	0	19	0	12	23	27	1	1	173	1415
19647330119966	Los Angeles	Los Angeles Unified	Felicitas and Gonzalo Mendez High	44	1	0	0	1	0	0	0	0	46	1415
19647330120071	Los Angeles	Los Angeles Unified	New Designs Charter School-Watts	10	0	0	0	0	9	0	0	0	19	1415
19647330120360	Los Angeles	Los Angeles Unified	Daniel Pearl Journalism & Communications Magnet	43	0	2	1	4	2	12	0	0	64	1415
19647330120808	Los Angeles	Los Angeles Unified	Dorothy V. Johnson Community Day	0	0	0	0	0	0	0	0	0	0	1415
19647330121095	Los Angeles	Los Angeles Unified	RFK Community Schools-Ambassador-Global Leadership	25	0	2	0	1	1	0	0	0	29	1415
19647330121285	Los Angeles	Los Angeles Unified	Alliance Cindy and Bill Simon Technology Academy H	91	0	0	0	0	19	0	1	0	111	1415
19647330121293	Los Angeles	Los Angeles Unified	Alliance Tennenbaum Family Technology High	79	1	1	0	0	2	0	0	0	83	1415
19647330122275	Los Angeles	Los Angeles Unified	Environmental and Social Policy Magnet	29	0	0	0	0	0	1	0	0	30	1415
19647330122333	Los Angeles	Los Angeles Unified	Math, Science, & Technology Magnet Academy at Roos	52	1	0	0	0	0	0	0	0	53	1415
19647330122341	Los Angeles	Los Angeles Unified	Esteban Torres East LA Performing Arts Magnet	65	0	0	0	0	0	0	0	0	65	1415
19647330122358	Los Angeles	Los Angeles Unified	Humanitas Academy of Art and Technology at Esteban	46	0	0	0	0	0	0	0	0	46	1415
19647330122366	Los Angeles	Los Angeles Unified	Social Justice Leadership Academy at Esteban E. To	33	0	0	0	0	0	0	0	0	33	1415
19647330122374	Los Angeles	Los Angeles Unified	East Los Angeles Renaissance Academy at Esteban E.	38	0	0	0	0	0	0	0	0	38	1415
19647330122382	Los Angeles	Los Angeles Unified	Engineering and Technology Academy at Esteban E. T	55	0	0	0	0	0	0	0	0	55	1415
19647330122598	Los Angeles	Los Angeles Unified	PUC Triumph Charter High	43	0	0	0	1	0	2	0	0	46	1415
19647330122606	Los Angeles	Los Angeles Unified	PUC Lakeview Charter High	77	0	0	0	3	2	0	0	0	82	1415
19647330122721	Los Angeles	Los Angeles Unified	Aspire Pacific Academy	121	0	0	0	0	0	0	0	1	122	1415
19647330123141	Los Angeles	Los Angeles Unified	Alliance College-Ready Academy High 16	83	0	1	0	1	4	0	0	0	89	1415
19647330124362	Los Angeles	Los Angeles Unified	Valley Academy of Arts and Sciences	80	0	12	0	12	5	29	2	0	140	1415
19647330124370	Los Angeles	Los Angeles Unified	Cesar E. Chavez Learning Academy - Arts/Theatre/En	44	0	0	0	0	3	1	0	0	48	1415
19647330124388	Los Angeles	Los Angeles Unified	Cesar E. Chavez Learning Academies-Social Justice	70	0	0	0	0	2	1	0	0	73	1415
19647330124396	Los Angeles	Los Angeles Unified	Cesar E. Chavez Learning Academies-Academy of Scie	39	0	0	0	1	1	1	0	0	42	1415
19647330124404	Los Angeles	Los Angeles Unified	Cesar E. Chavez Learning Academies-Teacher Prepara	37	0	0	0	0	1	1	0	0	39	1415
19647330124412	Los Angeles	Los Angeles Unified	Los Angeles River at Sonia Sotomayor Learning Acad	55	0	0	0	4	0	0	0	0	59	1415
19647330124420	Los Angeles	Los Angeles Unified	School of History and Dramatic Arts at Sonia Sotom	54	0	6	0	2	0	0	0	0	62	1415
19647330124479	Los Angeles	Los Angeles Unified	Dr. Maya Angelou Community High	79	0	0	0	0	5	0	0	0	84	1415
19647330124487	Los Angeles	Los Angeles Unified	Public Service Community at Diego Rivera Learning	33	0	0	0	0	0	0	0	0	33	1415
19647330124495	Los Angeles	Los Angeles Unified	Communication and Technology at Diego Rivera Learn	39	0	0	0	0	0	0	0	0	39	1415
19647330124503	Los Angeles	Los Angeles Unified	Green Design at Diego Rivera Learning Complex	35	0	0	0	0	2	0	0	0	37	1415
19647330124511	Los Angeles	Los Angeles Unified	Performing Arts Community at Diego Rivera Learning	40	0	0	0	0	3	0	0	0	43	1415
19647330124529	Los Angeles	Los Angeles Unified	Rancho Dominguez Preparatory	31	1	0	0	9	23	1	0	0	65	1415
19647330124560	Los Angeles	Los Angeles Unified	Synergy Quantum Academy	83	0	0	0	0	3	0	0	0	86	1415
19647330124883	Los Angeles	Los Angeles Unified	Animo College Preparatory Academy	35	0	0	0	0	4	0	0	1	40	1415
19647330124891	Los Angeles	Los Angeles Unified	Alliance Renee and Meyer Luskin Academy High	74	1	0	0	0	21	0	0	0	96	1415
19647330124933	Los Angeles	Los Angeles Unified	PUC Early College Academy for Leaders and Scholars	63	0	0	0	3	0	0	0	1	67	1415
19647330125963	Los Angeles	Los Angeles Unified	Leadership in Entertainment and Media Arts (LEMA)	22	0	2	0	0	0	1	0	0	25	1415
19647330125989	Los Angeles	Los Angeles Unified	STEM Academy at Bernstein High	29	0	3	0	4	0	3	1	1	41	1415
19647330126482	Los Angeles	Los Angeles Unified	Augustus F. Hawkins High A Critical Design and Gam	27	0	0	0	0	0	0	0	0	27	1415
19647330126490	Los Angeles	Los Angeles Unified	Augustus F. Hawkins High B Community Health Advoca	22	0	0	0	0	2	0	0	0	24	1415
19647330126508	Los Angeles	Los Angeles Unified	Augustus F. Hawkins High C Responsible Indigenous	22	0	0	0	0	3	0	0	0	25	1415
19647330126516	Los Angeles	Los Angeles Unified	Linda Esperanza Marquez High A Huntington Park Ins	32	0	0	0	0	0	1	0	0	33	1415
19647330126524	Los Angeles	Los Angeles Unified	Linda Esperanza Marquez High B LIBRA Academy	64	0	0	0	0	0	0	0	0	64	1415
19647330126532	Los Angeles	Los Angeles Unified	Linda Esperanza Marquez High C School of Social Ju	30	0	0	0	0	1	0	0	0	31	1415
19647330126540	Los Angeles	Los Angeles Unified	Science, Technology, Engineering, Arts and Mathema	4	0	0	0	0	0	0	0	0	4	1415
19647330126557	Los Angeles	Los Angeles Unified	Visual and Performing Arts at Legacy High School C	12	0	0	0	0	0	0	0	0	12	1415
19647330126573	Los Angeles	Los Angeles Unified	Academy for Multilingual Arts and Science at Mervy	14	0	0	0	0	1	0	0	0	15	1415
19647330126615	Los Angeles	Los Angeles Unified	Academies of Education and Empowerment at Carson H	18	0	3	6	21	6	0	0	0	54	1415
19647330126623	Los Angeles	Los Angeles Unified	Academy of Medical Arts at Carson High	22	0	2	2	30	3	1	0	0	60	1415
19647330127787	Los Angeles	Los Angeles Unified	Humanities and Arts (HARTS) Academy of Los Angeles	15	0	0	1	1	3	1	0	0	21	1415
19647330127795	Los Angeles	Los Angeles Unified	Contreras Learning Center-School of Social Justice	45	0	0	0	1	0	0	0	0	46	1415
19647330127803	Los Angeles	Los Angeles Unified	Early College Academy-LA Trade Tech College	1	0	0	0	0	0	0	0	0	1	1415
19647330127910	Los Angeles	Los Angeles Unified	Camino Nuevo High No. 2	113	0	1	0	2	0	0	0	0	116	1415
19647330133272	Los Angeles	Los Angeles Unified	PUC Triumph Charter Academy and PUC Triumph Charte	1	0	0	0	0	0	0	0	0	1	1415
19647330133298	Los Angeles	Los Angeles Unified	PUC CALS Middle and Early College High	0	0	0	0	0	0	0	0	0	0	1415
19647331930064	Los Angeles	Los Angeles Unified	William Tell Aggeler Opportunity High	0	0	0	0	0	0	0	0	0	0	1415
19647331930296	Los Angeles	Los Angeles Unified	Harris Newmark Continuation	0	0	0	0	0	0	0	0	0	0	1415
19647331930387	Los Angeles	Los Angeles Unified	Central High	3	0	0	0	0	0	0	0	0	3	1415
19647331930403	Los Angeles	Los Angeles Unified	Whitney Young Continuation	0	0	0	0	0	0	0	0	0	0	1415
19647331930429	Los Angeles	Los Angeles Unified	View Park Continuation	0	0	0	0	0	0	0	0	0	0	1415
19647331930486	Los Angeles	Los Angeles Unified	Moneta Continuation	0	0	0	0	0	0	0	0	0	0	1415
19647331930551	Los Angeles	Los Angeles Unified	San Antonio Continuation	0	0	0	0	0	0	0	0	0	0	1415
19647331930577	Los Angeles	Los Angeles Unified	Pueblo de Los Angeles Continuation	0	0	0	0	0	0	0	0	0	0	1415
19647331930619	Los Angeles	Los Angeles Unified	Harold McAlister High (Opportunity)	1	0	0	0	0	0	0	0	0	1	1415
19647331930650	Los Angeles	Los Angeles Unified	Phineas Banning Senior High	196	0	0	0	5	3	1	1	0	206	1415
19647331930692	Los Angeles	Los Angeles Unified	Thomas Riley High	0	0	0	0	0	0	0	0	0	0	1415
19647331930734	Los Angeles	Los Angeles Unified	Angel's Gate (Continuation)	0	0	0	0	0	0	0	0	0	0	1415
19647331930783	Los Angeles	Los Angeles Unified	Phoenix Continuation	0	0	0	0	0	0	0	0	0	0	1415
19647331930791	Los Angeles	Los Angeles Unified	Mt. Lukens Continuation	0	0	0	0	0	0	0	0	0	0	1415
19647331930866	Los Angeles	Los Angeles Unified	Bell Senior High	282	0	1	0	0	1	6	0	1	291	1415
19647331930924	Los Angeles	Los Angeles Unified	Belmont Senior High	115	0	8	0	9	0	1	0	0	133	1415
19647331930940	Los Angeles	Los Angeles Unified	John R. Wooden High	0	0	0	0	0	0	0	0	0	0	1415
19647331930973	Los Angeles	Los Angeles Unified	Simon Rodia Continuation	0	0	0	0	0	0	0	0	0	0	1415
19647331931047	Los Angeles	Los Angeles Unified	Birmingham Community Charter High	144	1	7	0	10	14	18	1	0	195	1415
19647331931336	Los Angeles	Los Angeles Unified	Cheviot Hills Continuation	0	0	0	0	0	0	0	0	0	0	1415
19647331931377	Los Angeles	Los Angeles Unified	Amelia Earhart Continuation	0	0	0	0	0	0	0	0	0	0	1415
19647331931385	Los Angeles	Los Angeles Unified	Albert Einstein Continuation	0	0	0	0	0	0	0	0	0	0	1415
19647331931393	Los Angeles	Los Angeles Unified	Highland Park Continuation	0	0	0	0	0	0	0	0	0	0	1415
19647331931435	Los Angeles	Los Angeles Unified	Robert H. Lewis Continuation	0	0	0	0	0	0	0	0	0	0	1415
19647331931450	Los Angeles	Los Angeles Unified	Jack London Continuation	0	0	0	0	0	0	0	0	0	0	1415
19647331931468	Los Angeles	Los Angeles Unified	Metropolitan Continuation	2	0	0	0	0	0	0	0	0	2	1415
19647331931476	Los Angeles	Los Angeles Unified	Canoga Park Senior High	57	0	6	0	2	5	6	0	0	76	1415
19647331931484	Los Angeles	Los Angeles Unified	Mission Continuation	1	0	0	0	0	0	0	0	0	1	1415
19647331931500	Los Angeles	Los Angeles Unified	Owensmouth Continuation	0	0	0	0	0	0	0	0	0	0	1415
19647331931518	Los Angeles	Los Angeles Unified	George S. Patton Continuation	0	0	0	0	0	0	0	0	0	0	1415
19647331931526	Los Angeles	Los Angeles Unified	Carson Senior High	41	0	2	8	26	11	2	0	1	91	1415
19647331931534	Los Angeles	Los Angeles Unified	Will Rogers Continuation	0	0	0	0	0	0	0	0	0	0	1415
19647331931559	Los Angeles	Los Angeles Unified	Stoney Point Continuation	0	0	0	0	0	0	0	0	0	0	1415
19647331931682	Los Angeles	Los Angeles Unified	Zane Grey Continuation	0	0	0	0	0	0	0	0	0	0	1415
19647331931690	Los Angeles	Los Angeles Unified	Independence Continuation	0	0	0	0	0	0	0	0	0	0	1415
19647331931708	Los Angeles	Los Angeles Unified	Chatsworth Charter High	70	0	28	0	13	8	41	1	0	161	1415
19647331931716	Los Angeles	Los Angeles Unified	Valley Alternative Magnet	9	0	1	0	0	0	8	0	0	18	1415
19647331931856	Los Angeles	Los Angeles Unified	Whitman Continuation	0	0	0	0	0	0	0	0	0	0	1415
19647331931864	Los Angeles	Los Angeles Unified	Grover Cleveland Charter High	127	3	83	1	24	13	86	4	0	341	1415
19647331931930	Los Angeles	Los Angeles Unified	Avalon High	0	0	0	0	0	0	0	0	0	0	1415
19647331931955	Los Angeles	Los Angeles Unified	Ellington (Duke) High (Continuation)	0	0	0	0	0	0	0	0	0	0	1415
19647331931971	Los Angeles	Los Angeles Unified	John Hope Continuation	0	0	0	0	0	0	0	0	0	0	1415
19647331931989	Los Angeles	Los Angeles Unified	Monterey Continuation	0	0	0	0	0	0	0	0	0	0	1415
19647331931997	Los Angeles	Los Angeles Unified	Odyssey Continuation	0	0	0	0	0	0	0	0	0	0	1415
19647331932128	Los Angeles	Los Angeles Unified	Crenshaw Science, Technology, Engineering, Math an	19	0	0	0	0	75	0	0	0	94	1415
19647331932250	Los Angeles	Los Angeles Unified	Henry David Thoreau Continuation	0	0	0	0	0	0	0	0	0	0	1415
19647331932318	Los Angeles	Los Angeles Unified	Eagle Tree Continuation	0	0	0	0	0	0	0	0	0	0	1415
19647331932334	Los Angeles	Los Angeles Unified	Jane Addams Continuation	0	0	0	0	0	0	0	0	0	0	1415
19647331932342	Los Angeles	Los Angeles Unified	Evergreen Continuation	0	0	0	0	0	0	0	0	0	0	1415
19647331932383	Los Angeles	Los Angeles Unified	Susan Miller Dorsey Senior High	35	0	0	0	1	36	0	2	0	74	1415
19647331932391	Los Angeles	Los Angeles Unified	West Hollywood Opportunity	0	0	0	0	0	0	0	0	0	0	1415
19647331932540	Los Angeles	Los Angeles Unified	Eagle Rock High	98	3	14	0	64	1	21	1	0	202	1415
19647331932623	Los Angeles	Los Angeles Unified	El Camino Real Charter High	80	3	75	3	17	22	172	2	0	374	1415
19647331932821	Los Angeles	Los Angeles Unified	Boyle Heights Continuation	0	0	0	0	0	0	0	0	0	0	1415
19647331932847	Los Angeles	Los Angeles Unified	Los Angeles Center for Enriched Studies	48	1	58	0	2	19	63	0	0	191	1415
19647331932888	Los Angeles	Los Angeles Unified	Downtown Business High	67	0	54	0	6	0	4	0	0	131	1415
19647331932920	Los Angeles	Los Angeles Unified	Fairfax Senior High	89	0	53	0	13	24	15	0	0	194	1415
19647331932987	Los Angeles	Los Angeles Unified	John H. Francis Polytechnic	362	0	9	1	16	7	11	1	0	407	1415
19647331933001	Los Angeles	Los Angeles Unified	King/Drew Medical Magnet High	102	0	2	1	2	86	0	0	0	193	1415
19647331933043	Los Angeles	Los Angeles Unified	Benjamin Franklin Senior High	114	0	7	0	11	0	0	0	0	132	1415
19647331933118	Los Angeles	Los Angeles Unified	John C. Fremont Senior High	137	0	0	0	0	6	1	0	0	144	1415
19647331933233	Los Angeles	Los Angeles Unified	Sherman Oaks Center for Enriched Studies	56	1	30	1	11	8	67	1	0	175	1415
19647331933241	Los Angeles	Los Angeles Unified	Gardena Senior High	60	0	16	0	5	6	0	1	0	88	1415
19647331933381	Los Angeles	Los Angeles Unified	James A. Garfield Senior High	285	0	0	0	0	1	4	0	0	290	1415
19647331933746	Los Angeles	Los Angeles Unified	Granada Hills Charter High	233	2	137	0	62	24	236	24	0	718	1415
19647331933795	Los Angeles	Los Angeles Unified	Ulysses S. Grant Senior High	71	0	2	1	3	6	53	1	0	137	1415
19647331933852	Los Angeles	Los Angeles Unified	Alexander Hamilton Senior High	153	2	20	2	7	80	93	1	3	361	1415
19647331934033	Los Angeles	Los Angeles Unified	Hollywood Senior High	144	1	5	0	9	17	29	1	0	206	1415
19647331934157	Los Angeles	Los Angeles Unified	Huntington Park Senior High	154	0	0	0	0	2	0	0	0	156	1415
19647331934371	Los Angeles	Los Angeles Unified	Thomas Jefferson Senior High	102	0	0	0	0	4	0	0	0	106	1415
19647331934454	Los Angeles	Los Angeles Unified	David Starr Jordan Senior High	33	0	0	0	0	0	1	0	0	34	1415
19647331935121	Los Angeles	Los Angeles Unified	Abraham Lincoln Senior High	65	0	60	0	1	0	0	0	0	126	1415
19647331935352	Los Angeles	Los Angeles Unified	Los Angeles Senior High	85	0	10	0	4	6	1	3	0	109	1415
19647331935519	Los Angeles	Los Angeles Unified	Manual Arts Senior High	135	0	0	1	0	16	1	0	0	153	1415
19647331935568	Los Angeles	Los Angeles Unified	John Marshall Senior High	155	1	40	0	57	3	40	1	1	298	1415
19647331935865	Los Angeles	Los Angeles Unified	James Monroe High	128	0	5	2	10	5	8	0	0	158	1415
19647331936160	Los Angeles	Los Angeles Unified	Nathaniel Narbonne Senior High	98	1	6	3	33	34	7	0	0	182	1415
19647331936350	Los Angeles	Los Angeles Unified	North Hollywood Senior High	177	1	42	0	11	11	60	9	0	311	1415
19647331937085	Los Angeles	Los Angeles Unified	Ramona Opportunity High	0	0	0	0	0	0	0	0	0	0	1415
19647331937226	Los Angeles	Los Angeles Unified	Reseda Senior High	99	0	13	0	9	5	27	1	0	154	1415
19647331937424	Los Angeles	Los Angeles Unified	Theodore Roosevelt Senior High	149	0	0	0	0	0	0	0	0	149	1415
19647331937622	Los Angeles	Los Angeles Unified	San Fernando Senior High	142	1	0	0	2	0	3	0	1	149	1415
19647331937838	Los Angeles	Los Angeles Unified	San Pedro Senior High	121	1	6	2	8	15	48	2	2	205	1415
19647331938307	Los Angeles	Los Angeles Unified	South Gate Senior High	284	1	0	1	1	3	0	0	0	290	1415
19647331938554	Los Angeles	Los Angeles Unified	Sylmar Senior High	225	1	1	0	0	2	3	0	1	233	1415
19647331938612	Los Angeles	Los Angeles Unified	Taft Charter High	48	2	29	0	19	16	149	3	0	266	1415
19647331938885	Los Angeles	Los Angeles Unified	University Senior High	100	1	19	1	9	32	32	2	1	197	1415
19647331938968	Los Angeles	Los Angeles Unified	Van Nuys Senior High	124	0	76	0	42	6	39	2	0	289	1415
19647331939040	Los Angeles	Los Angeles Unified	Venice Senior High	104	1	25	1	4	11	30	2	0	178	1415
19647331939107	Los Angeles	Los Angeles Unified	Verdugo Hills Senior High	67	0	8	0	6	3	44	2	0	130	1415
19647331939305	Los Angeles	Los Angeles Unified	George Washington Preparatory High	46	0	1	0	0	26	0	0	1	74	1415
19647331939479	Los Angeles	Los Angeles Unified	WESM Health/Sports Medicine	14	3	5	2	0	69	13	2	0	108	1415
19647331939859	Los Angeles	Los Angeles Unified	Woodrow Wilson Senior High	167	0	13	0	1	3	0	0	0	184	1415
19647331939941	Los Angeles	Los Angeles Unified	John F. Kennedy High	104	3	10	0	11	1	11	1	0	141	1415
19647331995448	Los Angeles	Los Angeles Unified	Francisco Bravo Medical Magnet High	212	0	35	1	9	9	20	0	0	286	1415
19647331995489	Los Angeles	Los Angeles Unified	Los Angeles Unified Alternative Education	0	0	0	0	0	0	0	0	0	0	1415
19647331995794	Los Angeles	Los Angeles Unified	Youth Opportunities Unlimited	1	0	0	0	0	0	0	0	0	1	1415
19647331995836	Los Angeles	Los Angeles Unified	Palisades Charter High	77	3	45	1	7	35	255	2	0	425	1415
19647331996073	Los Angeles	Los Angeles Unified	Tri-C Community Day	0	0	0	0	0	0	0	0	0	0	1415
19647331996115	Los Angeles	Los Angeles Unified	City of Angels	7	0	0	0	0	3	2	0	0	12	1415
19647331996610	Los Angeles	Los Angeles Unified	Los Angeles Leadership Academy	33	0	1	0	0	0	1	0	0	35	1415
