CDS_CODE	COUNTY	DISTRICT	SCHOOL	HISPANIC	AM_IND	ASIAN	PAC_ISLD	FILIPINO	AFRICAN_AM	WHITE	TWO_MORE_RACES	NOT_REPORTED	TOTAL	YEAR
41689244137592	San Mateo	Jefferson Union High	Thornton High	0	0	0	0	0	0	0	0	0	0	1415
41689244137790	San Mateo	Jefferson Union High	Westmoor High	15	0	70	0	84	3	3	7	0	182	1415
41689404135331	San Mateo	La Honda-Pescadero Unified	Pescadero High	1	0	0	0	0	0	5	1	0	7	1415
41689996114953	San Mateo	Ravenswood City Elementary	Aspire East Palo Alto Charter	35	0	1	1	0	2	0	0	0	39	1415
41690470000001	San Mateo	San Mateo Union High	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1415
41690470128165	San Mateo	San Mateo Union High	Peninsula High	0	0	0	0	0	0	0	0	0	0	1415
41690474130217	San Mateo	San Mateo Union High	Aragon High	25	0	52	2	5	2	77	14	0	177	1415
41690474130472	San Mateo	San Mateo Union High	Burlingame High	15	0	19	2	3	1	96	19	0	155	1415
41690474130738	San Mateo	San Mateo Union High	Capuchino High	39	0	17	5	20	2	36	15	0	134	1415
41690474133070	San Mateo	San Mateo Union High	Hillsdale High	25	0	30	3	16	1	65	15	0	155	1415
41690474134557	San Mateo	San Mateo Union High	Mills High	18	1	142	2	24	1	28	4	0	220	1415
41690474136370	San Mateo	San Mateo Union High	San Mateo High	35	0	62	1	10	1	52	20	0	181	1415
41690620000001	San Mateo	Sequoia Union High	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1415
41690620112722	San Mateo	Sequoia Union High	Summit Preparatory Charter High	38	0	11	3	2	2	21	0	1	78	1415
41690620119503	San Mateo	Sequoia Union High	Everest Public High	39	1	8	2	0	4	33	4	0	91	1415
41690620126722	San Mateo	Sequoia Union High	East Palo Alto Academy	12	0	0	2	0	3	1	1	0	19	1415
41690624130993	San Mateo	Sequoia Union High	Carlmont High	45	1	61	1	9	2	185	27	0	331	1415
41690624133716	San Mateo	Sequoia Union High	Menlo-Atherton High	57	1	26	4	7	2	168	17	0	282	1415
41690624135687	San Mateo	Sequoia Union High	Redwood High	0	0	0	0	0	0	0	0	0	0	1415
41690624136693	San Mateo	Sequoia Union High	Sequoia High	124	0	10	5	3	5	105	30	0	282	1415
41690624138053	San Mateo	Sequoia Union High	Woodside High	81	3	7	7	3	4	87	11	0	203	1415
41690704130324	San Mateo	South San Francisco Unified	Baden High (Continuation)	0	0	0	0	0	0	0	0	0	0	1415
41690704132551	San Mateo	South San Francisco Unified	El Camino High	43	0	19	1	67	1	12	14	0	157	1415
41690704137279	San Mateo	South San Francisco Unified	South San Francisco High	43	0	24	2	40	3	8	12	0	132	1415
42104214230157	Santa Barbara	Santa Barbara County Office of Education	Santa Barbara County Juvenile Court	0	0	0	0	0	0	0	0	0	0	1415
42104214230207	Santa Barbara	Santa Barbara County Office of Education	Santa Barbara County Community	0	0	0	0	0	0	0	0	0	0	1415
42104216069223	Santa Barbara	Santa Barbara County Office of Education	Santa Barbara County Special Education	0	0	0	0	0	0	0	0	0	0	1415
42691120111773	Santa Barbara	Blochman Union Elementary	Family Partnership Home Study Charter	0	0	0	0	0	0	0	0	0	0	1415
42691120124255	Santa Barbara	Blochman Union Elementary	Trivium Charter	0	0	0	0	0	0	0	0	0	0	1415
42691464230181	Santa Barbara	Carpinteria Unified	Foothill Alternative High	0	0	0	0	0	0	0	0	0	0	1415
42691464230587	Santa Barbara	Carpinteria Unified	Carpinteria Senior High	38	0	4	0	0	1	26	0	0	69	1415
42691464230595	Santa Barbara	Carpinteria Unified	Rincon High (Continuation)	0	0	0	0	0	0	0	0	0	0	1415
42692294230454	Santa Barbara	Lompoc Unified	Cabrillo High	26	0	7	0	2	3	50	11	0	99	1415
42692294233029	Santa Barbara	Lompoc Unified	Maple High	0	0	0	0	0	0	0	0	0	0	1415
42692294233060	Santa Barbara	Lompoc Unified	Lompoc High	41	1	1	0	1	4	6	0	0	54	1415
42692454230199	Santa Barbara	Los Olivos Elementary	Los Olivos Charter School	0	0	0	0	0	0	0	0	0	0	1415
42692600116434	Santa Barbara	Orcutt Union Elementary	Orcutt Academy Charter	4	0	2	0	1	0	15	2	0	24	1415
42693100102285	Santa Barbara	Santa Maria Joint Union High	Pioneer Valley High	136	0	1	0	10	0	9	2	0	158	1415
42693104231452	Santa Barbara	Santa Maria Joint Union High	Delta High	0	0	0	0	0	0	0	0	0	0	1415
42693104234613	Santa Barbara	Santa Maria Joint Union High	Ernest Righetti High	59	1	6	0	6	5	77	3	5	162	1415
42693104236030	Santa Barbara	Santa Maria Joint Union High	Santa Maria High	101	0	2	0	6	0	2	0	0	111	1415
42693284230074	Santa Barbara	Santa Ynez Valley Union High	Refugio High	0	0	0	0	0	0	0	0	0	0	1415
42693284236345	Santa Barbara	Santa Ynez Valley Union High	Santa Ynez Valley Union High	35	0	1	0	0	0	89	5	0	130	1415
42750104231205	Santa Barbara	Cuyama Joint Unified	Cuyama Valley High	2	0	0	0	0	0	0	0	0	2	1415
42767860000001	Santa Barbara	Santa Barbara Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1415
42767860120402	Santa Barbara	Santa Barbara Unified	Alta Vista Alternative High	1	0	0	0	0	0	5	0	0	6	1415
42767864231726	Santa Barbara	Santa Barbara Unified	Dos Pueblos Senior High	126	2	36	1	2	5	175	11	0	358	1415
42767864232690	Santa Barbara	Santa Barbara Unified	La Cuesta Continuation High	0	0	0	0	0	0	0	0	0	0	1415
42767864235230	Santa Barbara	Santa Barbara Unified	San Marcos Senior High	83	1	14	1	2	1	116	7	0	225	1415
42767864235727	Santa Barbara	Santa Barbara Unified	Santa Barbara Senior High	107	1	4	1	2	2	149	10	0	276	1415
43104390102905	Santa Clara	Santa Clara County Office of Education	Leadership Public Schools - San Jose	43	0	2	0	0	1	2	0	1	49	1415
43104390113431	Santa Clara	Santa Clara County Office of Education	University Preparatory Academy Charter	25	0	22	2	0	4	11	0	5	69	1415
43104390121780	Santa Clara	Santa Clara County Office of Education	Silicon Valley Flex Academy	0	0	0	0	0	0	0	0	0	0	1415
43104390123794	Santa Clara	Santa Clara County Office of Education	Summit Public School: Tahoma	43	0	11	0	6	3	11	0	0	74	1415
43104394330254	Santa Clara	Santa Clara County Office of Education	Santa Clara County Court	0	0	0	0	0	0	0	0	0	0	1415
43104394330320	Santa Clara	Santa Clara County Office of Education	Santa Clara County Community School	0	0	0	0	0	0	0	0	0	0	1415
43104396069371	Santa Clara	Santa Clara County Office of Education	Santa Clara County Special Education	1	0	0	0	0	0	0	0	0	1	1415
43694014330239	Santa Clara	Campbell Union High	Leigh High	25	2	27	0	3	2	119	13	0	191	1415
43694014330718	Santa Clara	Campbell Union High	Camden Community Day	0	0	0	0	0	0	0	0	0	0	1415
43694014330759	Santa Clara	Campbell Union High	Boynton High	1	0	0	0	0	0	1	0	0	2	1415
43694014330866	Santa Clara	Campbell Union High	Branham High	19	0	38	1	3	0	93	15	0	169	1415
43694014331955	Santa Clara	Campbell Union High	Del Mar High	34	0	7	0	5	1	24	4	0	75	1415
43694014336137	Santa Clara	Campbell Union High	Prospect High	18	0	30	0	2	2	36	11	0	99	1415
43694014338505	Santa Clara	Campbell Union High	Westmont High	19	0	29	0	7	2	62	12	0	131	1415
43694270000001	Santa Clara	East Side Union High	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1415
43694270107151	Santa Clara	East Side Union High	Escuela Popular/Center for Training and Careers, F	0	0	0	0	0	0	0	0	0	0	1415
43694270116889	Santa Clara	East Side Union High	KIPP San Jose Collegiate	71	0	14	1	4	0	0	3	0	93	1415
43694270123745	Santa Clara	East Side Union High	Summit Public School: Rainier	32	0	7	0	3	3	13	1	0	59	1415
43694270125427	Santa Clara	East Side Union High	Calero High	0	0	0	0	0	0	0	0	0	0	1415
43694274330015	Santa Clara	East Side Union High	Yerba Buena High	17	0	68	0	10	1	1	0	0	97	1415
43694274330023	Santa Clara	East Side Union High	Santa Teresa High	61	2	73	1	11	6	95	7	3	259	1415
43694274330031	Santa Clara	East Side Union High	Independence High	30	0	187	0	47	1	9	0	0	274	1415
43694274330312	Santa Clara	East Side Union High	Phoenix High	0	0	0	0	0	0	0	0	0	0	1415
43694274330353	Santa Clara	East Side Union High	Pegasus High	0	0	0	0	0	0	0	0	0	0	1415
43694274330361	Santa Clara	East Side Union High	Apollo High	0	0	0	0	0	0	0	0	0	0	1415
43694274330668	Santa Clara	East Side Union High	Latino College Preparatory Academy	48	0	0	0	0	0	1	0	0	49	1415
43694274330676	Santa Clara	East Side Union High	San Jose Conservation Corps Charter	0	0	0	0	0	0	0	0	0	0	1415
43694274330692	Santa Clara	East Side Union High	Evergreen Valley High	37	0	283	3	23	1	24	12	0	383	1415
43694274330726	Santa Clara	East Side Union High	Escuela Popular Accelerated Family Learning	0	0	0	0	0	0	0	0	0	0	1415
43694274332318	Santa Clara	East Side Union High	Foothill High	0	0	0	0	0	0	0	0	0	0	1415
43694274332995	Santa Clara	East Side Union High	Andrew P. Hill High	33	0	94	0	5	2	9	2	0	145	1415
43694274333639	Santa Clara	East Side Union High	James Lick High	54	0	6	0	6	1	5	1	0	73	1415
43694274334900	Santa Clara	East Side Union High	Mt. Pleasant High	78	1	35	5	10	1	8	0	0	138	1415
43694274335204	Santa Clara	East Side Union High	Oak Grove High	41	0	77	0	10	8	14	7	0	157	1415
43694274335428	Santa Clara	East Side Union High	William C. Overfelt High	56	0	19	0	10	3	1	0	0	89	1415
43694274335907	Santa Clara	East Side Union High	Piedmont Hills High	33	0	232	0	21	3	17	4	0	310	1415
43694274337903	Santa Clara	East Side Union High	Silver Creek High	45	0	151	2	39	4	9	1	0	251	1415
43694680000001	Santa Clara	Fremont Union High	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1415
43694684330569	Santa Clara	Fremont Union High	Community Day	0	0	0	0	0	0	0	0	0	0	1415
43694684331799	Santa Clara	Fremont Union High	Cupertino High	25	0	266	1	10	3	58	15	0	378	1415
43694684332474	Santa Clara	Fremont Union High	Fremont High	44	0	74	3	30	6	46	14	0	217	1415
43694684333316	Santa Clara	Fremont Union High	Homestead High	34	0	172	0	12	1	169	31	0	419	1415
43694684334421	Santa Clara	Fremont Union High	Lynbrook High	2	0	350	1	3	0	41	12	0	409	1415
43694684334462	Santa Clara	Fremont Union High	Monta Vista High	13	0	428	0	2	0	73	20	0	536	1415
43694840114496	Santa Clara	Gilroy Unified	Dr. T. J. Owens Gilroy Early College Academy	8	0	10	0	2	0	16	1	0	37	1415
43694840118380	Santa Clara	Gilroy Unified	Christopher High	76	0	15	0	4	3	74	2	0	174	1415
43694844332839	Santa Clara	Gilroy Unified	Gilroy High	55	0	1	0	1	2	17	1	0	77	1415
43694844334850	Santa Clara	Gilroy Unified	Mt. Madonna High	0	0	0	0	0	0	0	0	0	0	1415
43695340000001	Santa Clara	Los Gatos-Saratoga Joint Union High	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1415
43695344334371	Santa Clara	Los Gatos-Saratoga Joint Union High	Los Gatos High	26	1	43	0	0	2	259	27	4	362	1415
43695344337762	Santa Clara	Los Gatos-Saratoga Joint Union High	Saratoga High	16	0	185	0	1	1	91	28	0	322	1415
43695830102368	Santa Clara	Morgan Hill Unified	Ann Sobrato High	44	0	26	0	4	8	84	3	0	169	1415
43695834333951	Santa Clara	Morgan Hill Unified	Live Oak High	44	0	7	1	3	4	68	0	0	127	1415
43695834334488	Santa Clara	Morgan Hill Unified	Central High (Continuation)	0	0	0	0	0	0	0	0	0	0	1415
43696094334116	Santa Clara	Mountain View-Los Altos Union High	Los Altos High	47	0	79	0	12	1	155	4	0	298	1415
43696094334728	Santa Clara	Mountain View-Los Altos Union High	Mountain View High	32	1	83	3	7	4	177	7	0	314	1415
43696094334736	Santa Clara	Mountain View-Los Altos Union High	Alta Vista High	0	0	0	0	0	0	0	0	0	0	1415
43696410000001	Santa Clara	Palo Alto Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1415
43696414332904	Santa Clara	Palo Alto Unified	Henry M. Gunn High	19	0	136	0	3	1	106	18	0	283	1415
43696414335782	Santa Clara	Palo Alto Unified	Palo Alto High	50	2	136	2	5	14	232	12	0	453	1415
43696660000001	Santa Clara	San Jose Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1415
43696660106823	Santa Clara	San Jose Unified	Lincoln Plus High	0	0	0	0	0	0	0	0	0	0	1415
43696664330080	Santa Clara	San Jose Unified	Gunderson High	42	1	23	0	3	10	11	3	1	94	1415
43696664330411	Santa Clara	San Jose Unified	Community Career Academy (Continuation)	0	0	0	0	0	0	0	0	0	0	1415
43696664330429	Santa Clara	San Jose Unified	Gunderson Plus (Continuation)	0	0	0	0	0	0	1	0	0	1	1415
43696664330445	Santa Clara	San Jose Unified	Willow Glen Plus (Continuation)	0	0	0	0	0	0	0	0	0	0	1415
43696664330452	Santa Clara	San Jose Unified	Pioneer Plus (Continuation)	0	0	0	0	0	0	0	0	0	0	1415
43696664330460	Santa Clara	San Jose Unified	Leland Plus (Continuation)	0	0	0	0	0	0	0	0	0	0	1415
43696664330478	Santa Clara	San Jose Unified	San Jose High Academy Plus	0	0	0	0	0	0	0	0	0	0	1415
43696664330502	Santa Clara	San Jose Unified	Liberty High (Alternative)	1	0	0	0	0	0	0	0	0	1	1415
43696664330585	Santa Clara	San Jose Unified	Downtown College Preparatory	83	0	1	0	1	3	1	1	0	90	1415
43696664330593	Santa Clara	San Jose Unified	Middle College High	3	0	1	0	1	0	2	0	0	7	1415
43696664332110	Santa Clara	San Jose Unified	Broadway High	0	0	0	0	0	0	0	0	0	0	1415
43696664333522	Santa Clara	San Jose Unified	Leland High	19	0	166	0	3	1	128	2	0	319	1415
43696664333795	Santa Clara	San Jose Unified	Abraham Lincoln High	87	0	8	1	8	4	38	2	0	148	1415
43696664335949	Santa Clara	San Jose Unified	Pioneer High	41	2	54	0	7	7	116	1	0	228	1415
43696664337200	Santa Clara	San Jose Unified	San Jose High	58	0	13	0	5	2	8	2	0	88	1415
43696664338950	Santa Clara	San Jose Unified	Willow Glen High	44	1	11	2	5	7	70	2	0	142	1415
43696744330122	Santa Clara	Santa Clara Unified	Santa Clara High	28	0	36	1	20	4	48	4	0	141	1415
43696744330247	Santa Clara	Santa Clara Unified	Wilson Alternative	0	0	0	0	0	0	0	0	0	0	1415
43696744338406	Santa Clara	Santa Clara Unified	New Valley Continuation High	0	0	0	0	0	0	0	0	0	0	1415
43696744338802	Santa Clara	Santa Clara Unified	Adrian Wilcox High	29	3	73	0	10	3	40	7	0	165	1415
43733874331039	Santa Clara	Milpitas Unified	Calaveras Hills	0	0	0	0	0	0	0	0	0	0	1415
43733874334470	Santa Clara	Milpitas Unified	Milpitas High	34	0	264	2	58	5	14	5	0	382	1415
44104474430146	Santa Cruz	Santa Cruz County Office of Education	Santa Cruz County Court	4	0	0	0	0	0	0	0	0	4	1415
44104474430252	Santa Cruz	Santa Cruz County Office of Education	Pacific Collegiate Charter	10	0	6	0	0	0	46	5	0	67	1415
44104474430278	Santa Cruz	Santa Cruz County Office of Education	Santa Cruz County Community	51	0	2	0	0	0	68	6	6	133	1415
44697650100305	Santa Cruz	Live Oak Elementary	Cypress Charter High	3	1	1	0	0	1	35	0	2	43	1415
44697990105858	Santa Cruz	Pajaro Valley Unified	Pajaro Valley High	175	0	1	0	4	0	6	0	0	186	1415
44697990117804	Santa Cruz	Pajaro Valley Unified	Ceiba College Preparatory Academy	0	0	0	0	0	0	0	0	0	0	1415
44697994430203	Santa Cruz	Pajaro Valley Unified	New School Community Day	0	0	0	0	0	0	0	0	0	0	1415
44697994430229	Santa Cruz	Pajaro Valley Unified	Pacific Coast Charter	0	0	0	0	0	0	0	0	0	0	1415
44697994430245	Santa Cruz	Pajaro Valley Unified	Diamond Technology Institute	0	0	0	0	0	0	0	0	0	0	1415
44697994430518	Santa Cruz	Pajaro Valley Unified	Aptos High	59	1	13	1	5	1	151	2	0	233	1415
44697994437794	Santa Cruz	Pajaro Valley Unified	Renaissance High Continuation	0	0	0	0	0	0	0	0	0	0	1415
44697994437901	Santa Cruz	Pajaro Valley Unified	Watsonville High	210	0	1	0	1	2	12	0	0	226	1415
44698070110007	Santa Cruz	San Lorenzo Valley Unified	Ocean Grove Charter	1	0	1	0	0	0	7	1	0	10	1415
44698074430179	Santa Cruz	San Lorenzo Valley Unified	SLVUSD Charter	0	0	0	0	0	0	14	0	0	14	1415
44698074436754	Santa Cruz	San Lorenzo Valley Unified	San Lorenzo Valley High	11	0	2	0	0	3	108	8	0	132	1415
44698230000001	Santa Cruz	Santa Cruz City High	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1415
44698234430096	Santa Cruz	Santa Cruz City High	Ark Independent Studies	0	0	0	0	0	0	0	0	0	0	1415
44698234430187	Santa Cruz	Santa Cruz City High	Delta Charter	0	0	0	0	0	0	0	0	0	0	1415
44698234430195	Santa Cruz	Santa Cruz City High	Alternative Family Education	0	0	0	0	0	0	0	0	0	0	1415
44698234432340	Santa Cruz	Santa Cruz City High	Harbor High	42	2	6	0	1	0	60	3	0	114	1415
44698234436960	Santa Cruz	Santa Cruz City High	Costanoa Continuation High	0	0	0	0	0	0	0	0	0	0	1415
44698234437109	Santa Cruz	Santa Cruz City High	Santa Cruz High	23	0	13	0	0	2	109	1	0	148	1415
44698234437406	Santa Cruz	Santa Cruz City High	Soquel High	26	0	7	1	1	0	72	7	0	114	1415
44754324430211	Santa Cruz	Scotts Valley Unified	Scotts Valley High	12	0	2	0	0	0	79	12	0	105	1415
45104540118992	Shasta	Shasta County Office of Education	Magnolia Independent Learning Center	0	0	0	0	0	0	0	0	0	0	1415
45104540119008	Shasta	Shasta County Office of Education	Shasta Independent Learning Center	0	0	0	0	0	0	0	0	0	0	1415
45104544530150	Shasta	Shasta County Office of Education	Shasta County Juvenile Court	0	0	0	0	0	0	0	0	0	0	1415
45104544530317	Shasta	Shasta County Office of Education	Career Pathways to Success Community School	0	0	0	0	0	0	0	0	0	0	1415
45698564530028	Shasta	Anderson Union High	West Valley High	8	3	1	0	0	1	46	1	0	60	1415
45698564530051	Shasta	Anderson Union High	Oakview High (Alternative)	0	0	0	0	0	0	0	0	0	0	1415
45698564530333	Shasta	Anderson Union High	Anderson New Technology High	1	0	0	0	0	0	6	0	0	7	1415
45698564530762	Shasta	Anderson Union High	North Valley High	0	0	0	0	0	0	0	0	0	0	1415
45698564530804	Shasta	Anderson Union High	Anderson High	6	1	0	1	0	0	12	0	0	20	1415
45699894530010	Shasta	Fall River Joint Unified	Mountain View High (Continuation)	0	0	0	0	0	0	0	0	0	0	1415
45699894530226	Shasta	Fall River Joint Unified	Soldier Mountain High (Continuation)	0	0	0	0	0	0	0	0	0	0	1415
45699894531000	Shasta	Fall River Joint Unified	Burney Junior-Senior High	0	0	0	0	0	0	3	1	0	4	1415
45699894533600	Shasta	Fall River Joint Unified	Fall River Junior-Senior High	6	1	0	0	0	0	7	0	0	14	1415
45701104530341	Shasta	Redding Elementary	Stellar Secondary Charter High	0	0	0	0	1	0	7	0	0	8	1415
45701360000001	Shasta	Shasta Union High	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1415
45701360106013	Shasta	Shasta Union High	University Preparatory	11	0	6	2	0	0	47	9	0	75	1415
45701364530044	Shasta	Shasta Union High	Foothill High	8	1	0	0	0	2	66	5	0	82	1415
45701364530200	Shasta	Shasta Union High	Pioneer Continuation High	0	0	0	0	0	0	0	0	0	0	1415
45701364530267	Shasta	Shasta Union High	Shasta Charter Academy	0	0	0	0	0	0	2	0	0	2	1415
45701364530309	Shasta	Shasta Union High	North State Independence High	1	0	0	0	0	0	0	0	0	1	1415
45701364532750	Shasta	Shasta Union High	Enterprise High	9	1	5	0	0	4	57	3	1	80	1415
45701364537304	Shasta	Shasta Union High	Shasta High	7	2	5	1	4	1	91	1	0	112	1415
45701690129957	Shasta	Whitmore Union Elementary	Northern Summit Academy	0	0	0	0	0	0	0	0	0	0	1415
45752670120170	Shasta	Gateway Unified	Academy of Personalized Learning	0	0	0	0	0	0	2	0	0	2	1415
45752674530077	Shasta	Gateway Unified	Mountain Lakes High	0	0	0	0	0	0	0	0	0	0	1415
45752674530101	Shasta	Gateway Unified	Gateway Educational Options	0	0	0	0	0	0	0	0	0	0	1415
45752674531901	Shasta	Gateway Unified	Central Valley High	4	4	3	1	0	2	38	2	0	54	1415
46701774630034	Sierra	Sierra-Plumas Joint Unified	Sierra Pass (Continuation)	0	0	0	0	0	0	0	0	0	0	1415
47104700117168	Siskiyou	Siskiyou County Office of Education	Golden Eagle Charter	0	0	0	0	0	0	1	0	0	1	1415
47104704730032	Siskiyou	Siskiyou County Office of Education	J. Everett Barr Court	0	0	0	0	0	0	0	0	0	0	1415
47702504732707	Siskiyou	Dunsmuir Joint Union High	Dunsmuir High	2	0	0	0	0	0	5	0	0	7	1415
47704664730057	Siskiyou	Siskiyou Union High	Jefferson High (Continuation)	0	0	0	0	0	0	0	0	0	0	1415
47704664734356	Siskiyou	Siskiyou Union High	Happy Camp High	0	0	0	0	0	0	0	0	0	0	1415
47704664734901	Siskiyou	Siskiyou Union High	McCloud High	0	0	0	0	0	0	0	0	0	0	1415
47704664735403	Siskiyou	Siskiyou Union High	Mt. Shasta High	1	2	0	0	0	0	7	0	0	10	1415
47704664738753	Siskiyou	Siskiyou Union High	Weed High	0	0	0	0	0	2	10	0	0	12	1415
47705164730156	Siskiyou	Yreka Union High	Yreka Union High Community Day	0	0	0	0	0	0	0	0	0	0	1415
47705164739207	Siskiyou	Yreka Union High	Yreka High	9	2	2	0	0	0	43	3	0	59	1415
47736844731253	Siskiyou	Butte Valley Unified	Butte Valley High	3	0	0	0	0	0	1	0	0	4	1415
47764554730107	Siskiyou	Scott Valley Unified	Scott River High	0	0	0	0	0	0	0	0	0	0	1415
47764554733309	Siskiyou	Scott Valley Unified	Etna Union High	0	0	0	0	0	0	16	1	0	17	1415
48104886089668	Solano	Solano County Office of Education	Solano County Community	0	0	0	0	0	0	0	0	0	0	1415
48705240118968	Solano	Benicia Unified	Community Day	0	0	0	0	0	0	0	0	0	0	1415
48705244830048	Solano	Benicia Unified	Liberty High	0	0	0	0	0	0	0	0	0	0	1415
48705244831004	Solano	Benicia Unified	Benicia High	15	0	19	0	20	6	108	8	0	176	1415
48705324830055	Solano	Dixon Unified	Maine Prairie High (Continuation)	0	0	0	0	0	0	0	0	0	0	1415
48705324832259	Solano	Dixon Unified	Dixon High	41	0	4	1	1	2	72	1	1	123	1415
48705400123356	Solano	Fairfield-Suisun Unified	Matt Garcia Career and College Academy	0	0	0	0	0	0	0	0	0	0	1415
48705404830170	Solano	Fairfield-Suisun Unified	Angelo Rodriguez High	27	4	18	1	34	23	44	30	0	181	1415
48705404830451	Solano	Fairfield-Suisun Unified	Armijo High	48	4	15	2	18	15	23	19	0	144	1415
48705404833000	Solano	Fairfield-Suisun Unified	Fairfield High	19	0	6	0	11	5	9	15	0	65	1415
48705404836003	Solano	Fairfield-Suisun Unified	Sem Yeto Continuation High	0	0	0	0	0	0	0	0	0	0	1415
48705654830022	Solano	Travis Unified	Travis Education Center	0	0	0	0	0	0	0	0	0	0	1415
48705654830162	Solano	Travis Unified	Travis Independent Study	0	0	0	0	0	0	0	0	0	0	1415
48705654838801	Solano	Travis Unified	Vanden High	20	0	12	3	24	17	58	10	0	144	1415
48705734830089	Solano	Vacaville Unified	Will C. Wood High	25	0	8	2	7	8	62	1	1	114	1415
48705734830113	Solano	Vacaville Unified	Elise P. Buckingham Charter Magnet High	17	0	3	0	1	5	32	4	0	62	1415
48705734833869	Solano	Vacaville Unified	Country High	0	0	0	0	0	0	0	0	0	0	1415
48705734837803	Solano	Vacaville Unified	Vacaville High	60	1	10	0	8	9	174	4	0	266	1415
48705814830147	Solano	Vallejo City Unified	Jesse M. Bethel High	23	0	6	2	52	17	6	2	0	108	1415
48705814830196	Solano	Vallejo City Unified	MIT Academy	22	0	1	0	12	11	8	0	0	54	1415
48705814838058	Solano	Vallejo City Unified	John Finney High (Continuation)	0	0	0	0	0	0	0	0	0	0	1415
48705814838504	Solano	Vallejo City Unified	Vallejo High	21	0	4	0	45	17	4	2	1	94	1415
49104960000001	Sonoma	Sonoma County Office of Education	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1415
49104964930079	Sonoma	Sonoma County Office of Education	Sonoma County Court	0	0	0	0	0	0	0	0	0	0	1415
49104964930343	Sonoma	Sonoma County Office of Education	Sonoma County Alternative Education Programs	0	0	0	0	0	0	0	0	0	0	1415
49706070000001	Sonoma	West Sonoma County Union High	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1415
49706074930327	Sonoma	West Sonoma County Union High	Laguna High	0	0	0	0	0	0	0	0	0	0	1415
49706074930400	Sonoma	West Sonoma County Union High	Analy High	22	1	4	0	1	4	116	7	0	155	1415
49706074931507	Sonoma	West Sonoma County Union High	El Molino High	8	0	1	0	0	0	29	2	0	40	1415
49706564930848	Sonoma	Cloverdale Unified	Johanna Echols-Hansen High (Continuation)	0	0	0	0	0	0	0	0	0	0	1415
49706564930855	Sonoma	Cloverdale Unified	Cloverdale High	13	0	0	0	1	0	10	0	0	24	1415
49707060129981	Sonoma	Geyserville Unified	Geyserville New Tech Academy	4	0	0	0	0	0	1	0	0	5	1415
49707064930053	Sonoma	Geyserville Unified	Buena Vista High	0	0	0	0	0	0	0	0	0	0	1415
49707306120588	Sonoma	Harmony Union Elementary	Pathways Charter	1	0	0	0	0	0	5	0	0	6	1415
49707970107284	Sonoma	Liberty Elementary	California Virtual Academy @ Sonoma	0	0	0	0	0	0	0	0	0	0	1415
49708390120584	Sonoma	Oak Grove Union Elementary	Pivot Online Charter - North Bay	0	0	0	0	0	0	1	0	0	1	1415
49708620000001	Sonoma	Petaluma Joint Union High	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1415
49708620128157	Sonoma	Petaluma Joint Union High	Gateway to College Academy	0	0	0	0	0	0	0	0	0	0	1415
49708624930012	Sonoma	Petaluma Joint Union High	Casa Grande High	26	0	20	1	5	2	93	8	1	156	1415
49708624930103	Sonoma	Petaluma Joint Union High	Carpe Diem High (Continuation)	0	0	0	0	0	0	0	0	0	0	1415
49708624930111	Sonoma	Petaluma Joint Union High	Sonoma Mountain High (Continuation)	0	0	0	0	0	0	0	0	0	0	1415
49708624930236	Sonoma	Petaluma Joint Union High	Valley Oaks High (Alternative)	0	0	0	0	0	0	0	0	0	0	1415
49708624935151	Sonoma	Petaluma Joint Union High	Petaluma High	20	2	4	1	2	3	110	3	0	145	1415
49708624935862	Sonoma	Petaluma Joint Union High	San Antonio High (Continuation)	0	0	0	0	0	0	0	0	0	0	1415
49708700106344	Sonoma	Piner-Olivet Union Elementary	Northwest Prep Charter	0	0	0	0	0	0	0	0	0	0	1415
49709040101923	Sonoma	Roseland	Roseland Charter	64	4	1	1	0	0	1	0	0	71	1415
49709200000001	Sonoma	Santa Rosa High	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1415
49709200108811	Sonoma	Santa Rosa High	Abraxis Charter	4	1	0	0	0	0	1	0	0	6	1415
49709204930145	Sonoma	Santa Rosa High	Mesa High	0	0	0	0	0	0	0	0	0	0	1415
49709204930160	Sonoma	Santa Rosa High	Elsie Allen High	30	0	3	0	0	1	8	0	0	42	1415
49709204930202	Sonoma	Santa Rosa High	Grace High	0	0	0	0	0	0	0	0	0	0	1415
